,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,int_rates_add_2pct,new_term
554,112118192,,10000,10000,10000,36 months,7.97,313.23,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,775xx,TX,17.82,0,Aug-87,0,,,15,0,10786,70.5,21,w,8.1294,48 months
555,110887979,,26875,26875,26875,36 months,29.69,1136.33,F,F2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,13.13,0,Oct-01,2,,,13,0,30585,55.1,16,f,30.283800000000003,48 months
556,110488731,,24000,24000,24000,36 months,14.08,821.2,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,660xx,KS,8.9,2,Mar-05,2,19.0,,13,0,2679,31.9,38,w,14.3616,48 months
557,111885714,,4000,4000,4000,36 months,12.62,134.05,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,557xx,MN,33.76,2,Sep-03,0,7.0,,7,0,847,84.7,28,w,12.872399999999999,48 months
558,109902432,,8000,8000,8000,36 months,7.35,248.3,A,A4,Jun-17,Current,n,,home_improvement,Home improvement,112xx,NY,3.3,0,Mar-01,1,73.0,,12,0,0,0.0,31,w,7.497,48 months
561,112169671,,3000,3000,3000,36 months,12.62,100.54,C,C1,Jun-17,Current,n,,medical,Medical expenses,906xx,CA,20.16,0,Apr-00,1,31.0,60.0,13,2,11058,82.5,23,w,12.872399999999999,48 months
562,112052584,,17325,17325,17325,36 months,14.08,592.81,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,554xx,MN,26.38,0,Nov-06,0,51.0,,28,0,16595,91.2,40,w,14.3616,48 months
563,112433772,,5000,5000,5000,36 months,9.44,160.03,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,790xx,TX,26.09,0,Sep-05,0,,,8,0,14894,60.1,21,w,9.6288,48 months
564,112409635,,11000,11000,11000,36 months,9.44,352.06,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,657xx,MO,26.43,0,Feb-04,0,,,11,0,24327,50.8,26,w,9.6288,48 months
565,110956779,,6850,6850,6850,36 months,7.35,212.61,A,A4,Jun-17,Current,n,,car,Car financing,830xx,WY,4.49,0,Feb-12,0,,,9,0,8588,25.0,11,w,7.497,48 months
566,112389601,,1000,1000,1000,36 months,12.62,33.52,C,C1,Jun-17,Current,n,,vacation,Vacation,462xx,IN,24.1,1,Jul-04,0,20.0,,13,0,24798,92.2,21,w,12.872399999999999,48 months
567,109647002,,9600,9600,9600,36 months,7.07,296.73,A,A2,Jun-17,Current,n,,home_improvement,Home improvement,067xx,CT,6.04,0,Oct-02,0,40.0,,16,0,15614,16.6,31,w,7.2114,48 months
568,112432444,,2200,2200,2200,36 months,7.97,68.91,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,297xx,SC,25.93,1,Apr-05,0,11.0,57.0,7,1,2276,65.0,12,w,8.1294,48 months
569,112061813,,35000,35000,35000,36 months,21.45,1326.73,D,D5,Jun-17,Current,n,,credit_card,Credit card refinancing,100xx,NY,14.48,0,Jun-08,0,,,9,0,57639,92.7,23,w,21.878999999999998,48 months
571,110927192,,19600,19600,19600,36 months,12.62,656.82,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,653xx,MO,20.19,2,Jan-78,0,6.0,,8,0,8424,80.2,12,w,12.872399999999999,48 months
572,111988810,,32000,32000,32000,36 months,18.06,1157.85,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,435xx,OH,26.47,0,Apr-88,0,,85.0,9,2,14298,75.3,20,w,18.4212,48 months
573,112034833,,18000,18000,18000,36 months,7.21,557.52,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,461xx,IN,19.48,0,Apr-03,1,,,16,0,5522,8.2,30,w,7.3542,48 months
574,111684317,,20000,20000,20000,36 months,11.99,664.2,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,077xx,NJ,24.35,0,Jan-10,0,,,11,0,17642,75.7,21,w,12.229800000000001,48 months
575,111875261,,4000,4000,4000,36 months,14.08,136.87,C,C3,Jun-17,Current,n,,other,Other,072xx,NJ,32.13,0,Mar-13,0,,,5,0,3401,87.2,6,w,14.3616,48 months
576,111730943,,6100,6100,6100,36 months,18.06,220.72,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,790xx,TX,29.1,0,Feb-05,0,,,7,0,8575,50.4,9,w,18.4212,48 months
577,111672513,,35000,35000,35000,36 months,14.08,1197.58,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,169xx,PA,4.89,0,Oct-03,1,61.0,,4,0,7852,41.5,16,w,14.3616,48 months
578,111895285,,30000,30000,30000,36 months,19.03,1100.14,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,18.13,1,Dec-78,2,22.0,,17,0,16803,35.3,39,w,19.410600000000002,48 months
579,112046960,,32000,32000,32000,36 months,11.99,1062.71,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,432xx,OH,28.55,1,Sep-96,0,15.0,,17,0,29666,39.5,50,w,12.229800000000001,48 months
583,111100414,,21000,21000,21000,36 months,13.59,713.56,C,C2,Jun-17,Current,n,,home_improvement,Home improvement,890xx,NV,18.49,3,Jul-02,1,9.0,86.0,10,1,12611,84.1,20,w,13.8618,48 months
584,112082820,,7200,7200,7200,36 months,16.02,253.21,C,C5,Jun-17,Current,n,,other,Other,104xx,NY,13.76,0,Nov-07,0,,,3,0,5083,84.7,3,w,16.3404,48 months
585,112035813,,16000,16000,16000,36 months,10.91,523.14,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,633xx,MO,9.88,0,Jun-99,0,45.0,,8,0,18925,61.8,15,w,11.1282,48 months
586,111531536,,12000,12000,12000,36 months,9.93,386.82,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,461xx,IN,11.08,2,Jun-95,0,22.0,,8,0,22935,74.0,15,w,10.1286,48 months
587,111081348,,35000,35000,35000,36 months,16.02,1230.85,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,220xx,VA,21.45,0,Sep-04,0,,,6,0,34854,91.0,25,w,16.3404,48 months
589,111815971,,36000,36000,36000,36 months,5.32,1084.14,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,379xx,TN,12.51,0,Dec-91,2,,,22,0,18938,16.3,36,w,5.4264,48 months
593,111450059,,8175,8175,8175,36 months,23.88,320.22,E,E2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,062xx,CT,25.41,0,Oct-03,0,,35.0,6,1,12326,66.6,17,w,24.357599999999998,48 months
594,111732061,,4000,4000,4000,36 months,16.02,140.67,C,C5,Jun-17,Current,n,,vacation,Vacation,780xx,TX,16.38,0,Aug-03,2,,105.0,18,1,19419,79.3,38,w,16.3404,48 months
595,111129331,,14000,14000,14000,36 months,10.91,457.75,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,700xx,LA,15.12,0,Dec-10,0,,,9,0,14617,42.2,11,w,11.1282,48 months
596,111684764,,4800,4800,4800,36 months,10.91,156.95,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,11.89,0,Jun-98,0,47.0,,14,0,13614,38.6,27,w,11.1282,48 months
597,111539781,,3000,3000,3000,36 months,5.32,90.35,A,A1,Jun-17,Current,n,,home_improvement,Home improvement,355xx,AL,11.38,0,Nov-94,0,,,16,0,49283,24.5,44,w,5.4264,48 months
598,112219343,,7000,7000,7000,36 months,7.97,219.26,A,A5,Jun-17,Current,n,,home_improvement,Home improvement,201xx,VA,14.1,0,Jan-06,0,43.0,,12,0,25787,60.0,28,w,8.1294,48 months
600,111827270,,20000,20000,20000,36 months,9.44,640.1,B,B1,Jun-17,In Grace Period,n,,debt_consolidation,Debt consolidation,275xx,NC,12.65,0,Apr-06,0,,112.0,10,1,15673,63.7,16,w,9.6288,48 months
601,112259691,,7000,7000,7000,36 months,7.97,219.26,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,347xx,FL,21.44,1,Jul-87,0,20.0,,8,0,11532,41.5,22,w,8.1294,48 months
602,111798502,,6000,6000,6000,36 months,7.35,186.23,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,106xx,NY,14.5,0,Aug-10,0,29.0,,23,0,6791,21.1,26,w,7.497,48 months
603,112054229,,12000,12000,12000,36 months,14.08,410.6,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,028xx,RI,15.17,0,Nov-04,0,58.0,,7,0,18981,78.1,14,w,14.3616,48 months
605,112080827,,2000,2000,2000,36 months,14.08,68.44,C,C3,Jun-17,Current,n,,other,Other,640xx,MO,22.75,0,Oct-08,0,,,7,0,968,12.7,13,w,14.3616,48 months
606,112054651,,4800,4800,4800,36 months,9.44,153.63,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,602xx,IL,14.68,0,May-06,0,35.0,,7,0,2861,33.3,14,w,9.6288,48 months
607,112179754,,20000,20000,20000,36 months,10.91,653.93,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,350xx,AL,18.81,0,Oct-87,0,47.0,,12,0,12589,82.3,23,w,11.1282,48 months
608,112431386,,6000,6000,6000,36 months,11.99,199.26,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,451xx,OH,16.25,2,Dec-03,1,10.0,,8,0,5527,62.1,10,w,12.229800000000001,48 months
609,111494568,,15000,15000,15000,36 months,10.91,490.45,B,B4,Jun-17,Current,n,,small_business,Business,088xx,NJ,18.7,0,Jan-10,0,,,12,0,16581,71.2,20,w,11.1282,48 months
611,111886610,,5000,5000,5000,36 months,10.91,163.49,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,314xx,GA,19.67,0,Nov-04,1,,,8,0,6502,38.7,16,w,11.1282,48 months
612,112433693,,6300,6300,6300,36 months,7.97,197.34,A,A5,Jun-17,Current,n,,major_purchase,Major purchase,473xx,IN,21.38,0,Apr-96,0,,,13,0,17789,84.7,22,w,8.1294,48 months
613,111561082,,16000,16000,16000,36 months,17.09,571.17,D,D1,Jun-17,Current,n,,small_business,Business,945xx,CA,22.2,0,Mar-13,3,,,23,0,19806,34.0,32,f,17.4318,48 months
614,110988763,,16000,16000,16000,36 months,12.62,536.18,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,152xx,PA,27.93,0,Jan-06,1,47.0,,19,0,15029,47.0,53,w,12.872399999999999,48 months
615,111772885,,32000,32000,32000,36 months,7.21,991.15,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,923xx,CA,25.56,0,Feb-05,0,64.0,,12,0,8836,9.6,33,w,7.3542,48 months
616,111673696,,3000,3000,3000,36 months,10.42,97.4,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,600xx,IL,29.7,0,Jan-94,1,,71.0,9,1,4793,63.9,14,w,10.6284,48 months
617,112118705,,5800,5800,5800,36 months,7.07,179.28,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,329xx,FL,23.48,0,Nov-98,0,,,9,0,5625,13.4,21,w,7.2114,48 months
618,111639402,,34000,34000,34000,36 months,10.42,1103.81,B,B3,Jun-17,Current,n,,other,Other,554xx,MN,28.7,0,Jun-10,0,,,12,0,52155,73.0,12,w,10.6284,48 months
620,112034269,,14000,14000,14000,36 months,12.62,469.16,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,200xx,DC,6.26,0,Jan-07,0,60.0,,9,0,14713,62.1,28,w,12.872399999999999,48 months
621,111925528,,5000,5000,5000,36 months,9.44,160.03,B,B1,Jun-17,Current,n,,other,Other,201xx,VA,20.65,1,May-04,0,19.0,,9,0,10317,46.1,27,w,9.6288,48 months
626,111683562,,14400,14400,14400,36 months,11.99,478.22,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,956xx,CA,26.83,0,Feb-01,0,36.0,74.0,11,7,12491,73.0,20,w,12.229800000000001,48 months
627,111876710,,3600,3600,3600,36 months,10.42,116.88,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,150xx,PA,23.99,0,Oct-07,0,,,19,0,19736,90.1,35,w,10.6284,48 months
628,111480978,,28000,28000,28000,36 months,15.05,971.32,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,212xx,MD,15.71,0,Sep-12,0,,,12,0,37425,90.0,12,w,15.351,48 months
629,111569476,,12000,12000,12000,36 months,10.91,392.36,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,970xx,OR,4.43,0,Feb-03,0,45.0,,4,0,6983,65.3,24,w,11.1282,48 months
630,112431458,,25000,25000,25000,36 months,16.02,879.18,C,C5,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,553xx,MN,13.84,0,Oct-01,1,84.0,,15,0,10093,33.2,22,w,16.3404,48 months
631,112428438,,6500,6500,6500,36 months,10.42,211.03,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,140xx,NY,18.23,1,Jun-09,0,23.0,,9,0,6543,23.9,14,w,10.6284,48 months
633,111459029,,15000,15000,15000,36 months,10.42,486.98,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,546xx,WI,16.76,0,Dec-07,0,77.0,,7,0,13402,73.2,16,w,10.6284,48 months
634,112229182,,7000,7000,7000,36 months,9.93,225.65,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,6.85,0,Dec-12,1,,,6,0,4904,21.0,9,w,10.1286,48 months
635,111976738,,15000,15000,15000,36 months,9.93,483.52,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,926xx,CA,11.8,0,May-01,0,34.0,42.0,9,2,3768,95.0,12,w,10.1286,48 months
637,111519263,,20000,20000,20000,36 months,5.32,602.3,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,954xx,CA,25.69,0,Aug-95,0,,,19,0,72541,66.0,31,w,5.4264,48 months
638,111978977,,8000,8000,8000,36 months,15.05,277.52,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,951xx,CA,9.77,0,Jan-00,2,36.0,,10,0,11176,50.3,29,w,15.351,48 months
639,111977669,,16000,16000,16000,36 months,7.97,501.17,A,A5,Jun-17,Current,n,,home_improvement,Home improvement,480xx,MI,21.85,0,Sep-85,2,,,14,0,13381,34.0,28,w,8.1294,48 months
640,112229589,,14000,14000,14000,36 months,7.35,434.53,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,210xx,MD,19.36,0,Oct-04,1,46.0,91.0,12,1,11484,49.1,40,w,7.497,48 months
642,112339609,,14000,14000,14000,36 months,10.42,454.51,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,15.71,0,Sep-05,1,42.0,,15,0,15472,40.8,27,w,10.6284,48 months
643,112020454,,4000,4000,4000,36 months,10.91,130.79,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,294xx,SC,17.68,0,Feb-03,0,40.0,,8,0,15330,84.2,15,w,11.1282,48 months
644,112018212,,7200,7200,7200,36 months,13.59,244.65,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,322xx,FL,32.45,0,Apr-11,1,,103.0,15,1,10423,23.1,20,w,13.8618,48 months
645,110772471,,10000,10000,10000,36 months,10.91,326.97,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,956xx,CA,3.07,0,Apr-82,0,46.0,63.0,5,1,6756,35.6,28,w,11.1282,48 months
646,112054293,,4000,4000,4000,36 months,12.62,134.05,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,645xx,MO,25.06,1,Aug-02,1,14.0,73.0,11,5,364,5.4,20,w,12.872399999999999,48 months
648,109654683,,35000,35000,35000,36 months,11.99,1162.34,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,609xx,IL,28.23,0,Jan-94,0,,,15,0,112048,78.8,32,w,12.229800000000001,48 months
652,111828089,,6000,6000,6000,36 months,9.44,192.03,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,335xx,FL,25.5,0,Nov-04,0,,89.0,6,1,1138,21.5,11,w,9.6288,48 months
654,112159687,,15000,15000,15000,36 months,10.42,486.98,B,B3,Jun-17,Current,n,,other,Other,212xx,MD,18.37,0,Feb-07,0,56.0,,12,0,3262,19.3,25,w,10.6284,48 months
656,111419176,,6000,6000,6000,36 months,10.42,194.79,B,B3,Jun-17,Current,n,,vacation,Vacation,980xx,WA,32.4,0,Nov-89,1,,,8,0,22293,96.9,13,w,10.6284,48 months
657,112359709,,35000,35000,35000,36 months,7.97,1096.29,A,A5,Jun-17,Current,n,,home_improvement,Home improvement,895xx,NV,4.33,2,Jul-97,0,9.0,,13,0,62174,54.9,24,w,8.1294,48 months
659,111648768,,35000,35000,35000,36 months,11.99,1162.34,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,588xx,ND,25.54,0,Mar-06,2,,78.0,12,1,13755,45.1,24,w,12.229800000000001,48 months
660,111731253,,12425,12425,12425,36 months,25.82,499.43,E,E4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,301xx,GA,10.59,0,Apr-14,0,,,4,0,2937,71.6,5,w,26.3364,48 months
663,111848292,,7500,7500,7500,36 months,12.62,251.34,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,630xx,MO,7.37,0,May-04,1,24.0,,4,0,4565,69.2,13,w,12.872399999999999,48 months
665,111755713,,1000,1000,1000,36 months,11.99,33.21,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,430xx,OH,24.69,1,Feb-08,0,17.0,,13,0,1468,13.7,18,w,12.229800000000001,48 months
666,112052325,,15000,15000,15000,36 months,15.05,520.35,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,180xx,PA,21.43,1,Sep-06,0,15.0,99.0,12,1,20836,57.4,28,w,15.351,48 months
667,112132627,,2000,2000,2000,36 months,11.99,66.42,B,B5,Jun-17,Current,n,,home_improvement,Home improvement,104xx,NY,14.37,0,Sep-00,1,53.0,,7,0,4931,35.0,13,w,12.229800000000001,48 months
668,111684882,,4000,4000,4000,36 months,13.59,135.92,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,484xx,MI,6.9,0,Jul-92,2,,110.0,8,1,2241,28.0,10,w,13.8618,48 months
669,109790386,,10000,10000,10000,36 months,12.62,335.12,C,C1,Jun-17,Current,n,,major_purchase,Major purchase,935xx,CA,1.9,0,Feb-86,2,,,5,0,779,7.3,8,w,12.872399999999999,48 months
670,112017081,,15000,15000,15000,36 months,10.91,490.45,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,752xx,TX,14.05,0,Jul-07,0,49.0,,14,0,10657,27.9,26,w,11.1282,48 months
671,112299585,,7500,7500,7500,36 months,7.21,232.3,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,329xx,FL,23.19,0,Sep-11,0,,,22,0,9374,21.3,23,w,7.3542,48 months
673,112056513,,13200,13200,13200,36 months,10.91,431.59,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,708xx,LA,18.82,2,Oct-03,0,22.0,,21,0,10415,65.5,41,w,11.1282,48 months
675,111786500,,18925,18925,18925,36 months,15.05,656.51,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,468xx,IN,26.45,1,Jun-92,0,,,7,0,7758,71.0,9,w,15.351,48 months
676,112433439,,12000,12000,12000,36 months,7.21,371.68,A,A3,Jun-17,Current,n,,home_improvement,Home improvement,088xx,NJ,20.57,2,Dec-71,0,16.0,,19,0,21609,26.4,58,w,7.3542,48 months
677,111131098,,1000,1000,1000,36 months,16.02,35.17,C,C5,Jun-17,Current,n,,other,Other,293xx,SC,6.49,0,Aug-04,0,77.0,,10,0,2369,91.1,28,w,16.3404,48 months
678,112035592,,40000,40000,40000,36 months,16.02,1406.68,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,816xx,CO,12.55,0,Nov-04,0,,,9,0,53686,61.0,14,w,16.3404,48 months
679,112431438,,5850,5850,5850,36 months,9.93,188.58,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,191xx,PA,12.21,0,Jul-12,2,,,14,0,5860,41.6,17,w,10.1286,48 months
680,112269655,,20000,20000,20000,36 months,5.32,602.3,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,760xx,TX,15.86,0,Aug-99,0,,,15,0,43173,38.3,35,w,5.4264,48 months
681,111995658,,5000,5000,5000,36 months,9.44,160.03,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,181xx,PA,8.96,0,May-03,1,,,5,0,4881,25.6,13,w,9.6288,48 months
682,111684460,,11000,11000,11000,36 months,13.59,373.77,C,C2,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,212xx,MD,15.06,1,Dec-99,0,18.0,,11,0,8285,28.8,22,w,13.8618,48 months
684,112047012,,12600,12600,12600,36 months,10.42,409.06,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,600xx,IL,15.69,0,Mar-08,0,25.0,115.0,6,1,5665,59.6,10,w,10.6284,48 months
685,111813434,,2250,2250,2250,36 months,19.03,82.52,D,D3,Jun-17,Current,n,,other,Other,070xx,NJ,9.55,2,Jul-04,0,17.0,85.0,7,1,5700,74.0,11,w,19.410600000000002,48 months
687,110352847,,28000,28000,28000,36 months,9.93,902.57,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,087xx,NJ,15.7,0,Apr-99,1,35.0,,9,0,28497,32.2,15,w,10.1286,48 months
691,112259601,,15000,15000,15000,36 months,13.59,509.69,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,24.14,0,Apr-84,0,42.0,,12,0,14246,38.6,31,w,13.8618,48 months
694,111886865,,35000,35000,35000,36 months,10.91,1144.37,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,234xx,VA,22.46,0,Aug-93,2,43.0,,15,0,153362,92.0,22,w,11.1282,48 months
695,112033659,,30000,30000,30000,36 months,10.91,980.89,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,23.8,1,Jan-02,0,4.0,99.0,22,1,54087,19.4,38,w,11.1282,48 months
696,111965424,,9000,9000,9000,36 months,19.03,330.05,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,231xx,VA,13.54,0,Nov-93,0,26.0,,4,0,1216,32.0,24,w,19.410600000000002,48 months
699,112432482,,6500,6500,6500,36 months,12.62,217.83,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,310xx,GA,26.85,0,Jul-95,0,,,10,0,7830,60.2,18,w,12.872399999999999,48 months
700,112048922,,20000,20000,20000,36 months,11.99,664.2,B,B5,Jun-17,Current,n,,other,Other,953xx,CA,4.84,0,Mar-02,0,50.0,,4,0,15681,91.2,16,w,12.229800000000001,48 months
701,111620104,,20000,20000,20000,36 months,12.62,670.23,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,104xx,NY,15.06,0,Dec-10,0,,,10,0,12211,54.3,12,w,12.872399999999999,48 months
703,111621604,,6000,6000,6000,36 months,16.02,211.01,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,916xx,CA,25.36,0,Feb-02,0,26.0,,6,0,2372,62.4,14,w,16.3404,48 months
705,112053576,,2500,2500,2500,36 months,16.02,87.92,C,C5,Jun-17,Current,n,,home_improvement,Home improvement,206xx,MD,11.75,1,Nov-03,0,16.0,,11,0,6415,94.3,40,w,16.3404,48 months
706,111740189,,7500,7500,7500,36 months,7.07,231.82,A,A2,Jun-17,Current,n,,credit_card,Credit card refinancing,652xx,MO,39.54,0,Nov-04,1,37.0,,11,0,18773,36.3,23,w,7.2114,48 months
707,111912076,,36000,36000,36000,36 months,7.97,1127.62,A,A5,Jun-17,Current,n,,car,Car financing,928xx,CA,12.11,0,Sep-03,4,,99.0,16,1,19099,18.6,27,w,8.1294,48 months
708,112034203,,3000,3000,3000,36 months,15.05,104.07,C,C4,Jun-17,Current,n,,other,Other,402xx,KY,7.58,0,Sep-06,0,,,2,0,4251,77.3,3,w,15.351,48 months
709,112150720,,18000,18000,18000,36 months,14.08,615.9,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,11.94,0,Nov-02,0,70.0,,8,0,15267,63.9,11,w,14.3616,48 months
710,111845791,,5600,5600,5600,36 months,11.99,185.98,B,B5,Jun-17,Current,n,,other,Other,752xx,TX,20.18,0,Mar-95,0,39.0,,15,0,13579,36.6,33,w,12.229800000000001,48 months
711,111998426,,1000,1000,1000,36 months,14.08,34.22,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,159xx,PA,32.29,0,Jan-04,0,56.0,,8,0,3942,87.6,25,w,14.3616,48 months
713,112050689,,25000,25000,25000,36 months,18.06,904.57,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,452xx,OH,13.66,0,Apr-03,1,,,12,0,28295,61.2,17,w,18.4212,48 months
714,111494245,,8575,8575,8575,36 months,15.05,297.47,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,035xx,NH,30.11,0,Feb-04,0,,,5,0,4786,22.8,14,w,15.351,48 months
716,112279685,,10000,10000,10000,36 months,12.62,335.12,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,272xx,NC,25.75,0,Jun-95,0,42.0,63.0,12,1,14113,78.0,23,w,12.872399999999999,48 months
717,110937996,,20000,20000,20000,36 months,14.08,684.33,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,605xx,IL,29.91,0,Jan-09,0,,,18,0,32108,56.2,23,w,14.3616,48 months
718,111772095,,10000,10000,10000,36 months,7.35,310.38,A,A4,Jun-17,Current,n,,credit_card,Credit card refinancing,276xx,NC,5.22,0,Apr-99,0,,,7,0,64326,14.7,18,w,7.497,48 months
720,112199496,,13600,13600,13600,36 months,7.97,425.99,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,751xx,TX,7.64,0,Dec-01,0,43.0,,17,0,12413,37.6,29,w,8.1294,48 months
724,112432514,,9000,9000,9000,36 months,7.97,281.91,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,844xx,UT,14.5,0,Apr-88,0,,,16,0,20919,38.2,40,w,8.1294,48 months
